Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results,seed_word,source_file
cape cod rail trail,"Informational, Commercial",5400,"0.24,0.08,0.06,0.06,0.10,0.16,0.19,0.44,0.54,0.81,1.00,0.36",26,0.93,0.04,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Related searches",1280000.0,code,code_broad-match_us_2025-12-12.csv
cb2 promo code,Transactional,5400,"0.35,0.81,0.81,0.67,0.35,0.54,0.44,1.00,0.67,0.67,0.67,0.54",28,4.53,1.0,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches",252000.0,code,code_broad-match_us_2025-12-12.csv
cengage promo code,"Informational, Transactional",5400,"0.16,0.05,0.04,1.00,0.44,0.20,0.10,0.12,0.20,0.10,0.54,0.67",26,0.93,0.19,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
charlotte nc zip code mecklenburg county,Informational,5400,"0.00,0.01,0.03,0.00,0.01,1.00,0.01,0.66,0.44,0.00,0.04,0.00",20,0.4,0.0,"Sitelinks, Video, Knowledge panel, Related searches",318000.0,code,code_broad-match_us_2025-12-12.csv
cheat codes for grand theft,Informational,5400,"0.04,0.01,0.02,0.00,1.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00",26,0.01,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
chicago il usa zip code,Informational,5400,"0.00,0.00,0.02,0.00,0.00,0.00,1.00,0.81,0.00,0.00,0.05,0.44",24,0.45,0.0,"Image, Image pack, People also ask, Knowledge panel, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
city zip code in new york,Informational,5400,"0.00,0.00,0.01,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.45,0.0,"Video, Knowledge panel, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
clash royale codes,"Informational, Transactional",5400,"0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.10,0.19,0.29,0.81,1.00",26,0.01,0.0,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",52500000.0,code,code_broad-match_us_2025-12-12.csv
code area 480,Commercial,5400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.00,0.00,0.00",27,1.26,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",95000000.0,code,code_broad-match_us_2025-12-12.csv
code area 707,Informational,5400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",22,1.02,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",27100000.0,code,code_broad-match_us_2025-12-12.csv
code de procedure penale,"Informational, Commercial",5400,"0.00,0.01,0.02,0.00,1.00,0.00,0.00,0.03,0.01,0.00,0.04,0.29",27,1.23,0.01,"Video, Video carousel, Related searches",4740000.0,code,code_broad-match_us_2025-12-12.csv
code rca remote,Informational,5400,"0.00,0.00,0.00,0.00,0.00,0.16,1.00,1.00,0.54,0.00,0.05,0.00",23,0.99,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
code red code,Informational,5400,"0.04,0.00,0.00,0.00,0.00,0.00,1.00,0.29,0.24,0.00,0.03,0.44",13,2.5,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",6360000000.0,code,code_broad-match_us_2025-12-12.csv
code zip las vegas,Informational,5400,"0.10,0.00,0.00,0.01,1.00,0.00,1.00,0.66,1.00,0.00,0.00,0.00",19,0.44,0.0,"Video, Video carousel, People also ask, Knowledge panel, Related searches",28800000.0,code,code_broad-match_us_2025-12-12.csv
coldwater creek promo code,Transactional,5400,"0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.66,0.81,1.00,1.00",19,0.67,0.45,"Sitelinks, Image pack, Knowledge panel, Related searches, Ads top, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
colorado springs co zip code,Informational,5400,"0.81,0.81,0.67,0.67,1.00,0.19,0.54,0.23,0.54,0.54,0.67,0.36",18,0.44,0.0,"Sitelinks, Knowledge panel, Related searches",,code,code_broad-match_us_2025-12-12.csv
crate and barrel coupon code,Transactional,5400,"0.19,0.36,0.36,1.00,0.54,0.36,0.44,0.81,0.66,0.66,0.44,0.44",22,0.52,0.79,"Sitelinks, Image, Video, People also ask, Related searches",383000.0,code,code_broad-match_us_2025-12-12.csv
cupshe coupon code,Transactional,5400,"0.05,0.05,0.06,0.36,0.44,0.54,0.66,0.66,1.00,0.36,0.19,0.16",24,1.4,1.0,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads top, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
dbrand coupon code,Transactional,5400,"1.00,0.44,0.29,0.36,0.24,0.24,0.24,0.15,0.36,0.29,0.24,0.55",14,2.44,0.24,"Sitelinks, Video, People also ask, Related searches",33400.0,code,code_broad-match_us_2025-12-12.csv
dc dark legion codes,Informational,5400,"0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.29,0.19,0.19,0.16,0.13",23,2.47,0.02,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
delaware zip code,Informational,5400,"0.82,0.82,1.00,1.00,0.82,0.82,0.66,0.66,0.82,0.82,0.82,1.00",18,0.44,0.0,"AI Overview, Video, Carousel, Related searches",167000000.0,code,code_broad-match_us_2025-12-12.csv
detroit mi zip code,Informational,5400,"0.29,0.44,0.54,0.54,0.36,0.15,0.36,0.54,0.54,0.19,1.00,0.19",15,0.44,0.0,"Image, Image pack, Knowledge panel, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
discount codes figs,Transactional,5400,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.01,0.00,0.00,0.00,0.00",24,0.28,1.0,"Sitelinks, Video, People also ask, Related searches, Ads bottom",968000.0,code,code_broad-match_us_2025-12-12.csv
doubledown casino free codes,Navigational,5400,"0.66,0.66,0.66,1.00,0.23,0.23,0.23,0.29,0.29,0.29,0.36,0.29",16,6.82,0.01,"Sitelinks, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
draft king promo code,Informational,5400,"0.55,1.00,0.34,0.55,0.69,0.24,0.24,0.28,0.28,0.10,0.17,0.45",24,12.8,0.47,"Sitelinks, Image pack, Video, Video carousel, Knowledge panel, Top stories, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
dress to impress code,"Informational, Transactional",5400,"1.00,0.54,0.54,0.54,0.36,0.16,0.20,0.16,0.12,0.12,0.20,0.20",29,0.02,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
etheria restart codes,"Informational, Commercial",5400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.00,0.24,0.10,0.07",28,6.91,0.0,"Image, Video, Video carousel, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
eyeconic promo code,Transactional,5400,"0.36,0.44,1.00,0.66,0.44,0.44,0.44,0.44,0.44,0.54,0.54,0.36",28,1.61,0.25,"Sitelinks, Video, People also ask, Knowledge panel, Related searches",15600.0,code,code_broad-match_us_2025-12-12.csv
fashion nova codes,Transactional,5400,"0.82,0.82,0.35,0.44,0.44,0.55,0.67,0.67,0.67,1.00,0.67,0.82",15,0.5,1.0,"AI Overview, Image pack, Video, Related searches",8.0,code,code_broad-match_us_2025-12-12.csv
fcp euro coupon code,Transactional,5400,"0.66,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81",20,0.4,0.21,"Sitelinks, AI Overview, Image pack, Video, Related searches, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
figs coupon code,Transactional,5400,"0.67,0.81,0.67,0.67,0.67,0.67,0.53,0.53,0.67,0.67,0.81,1.00",23,0.28,0.97,"Sitelinks, Video, People also ask, Related searches, Ads bottom",8430000.0,code,code_broad-match_us_2025-12-12.csv
find codes for rca universal remote,"Informational, Transactional",5400,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.81,0.44,0.00,0.04,0.00",29,0.99,0.0,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",2310000.0,code,code_broad-match_us_2025-12-12.csv
five area codes you should never answer,Informational,5400,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.53,0.82,0.82",23,0.63,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",114000000.0,code,code_broad-match_us_2025-12-12.csv
fiverr promo code,Informational,5400,"0.67,0.44,0.44,1.00,0.54,0.81,0.81,0.81,0.67,0.81,0.54,0.54",9,0.12,0.09,"Sitelinks, AI Overview, Image pack, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
florida 239 area code,"Informational, Commercial",5400,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",19,3.11,0.0,"AI Overview, Image pack, People also ask, Related searches, Things to know",10.0,code,code_broad-match_us_2025-12-12.csv
frost buddy discount code,"Informational, Commercial",5400,"0.19,0.36,0.36,0.08,0.08,0.19,0.29,0.54,1.00,0.66,0.81,0.66",12,0.07,0.5,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
ftd promo code,Transactional,5400,"0.54,0.54,0.54,0.54,0.66,0.66,0.54,1.00,0.54,0.54,0.66,0.54",29,2.18,1.0,"Sitelinks, Video, People also ask, Knowledge panel, Related searches, Ads top",8.0,code,code_broad-match_us_2025-12-12.csv
g2211 cpt code,Informational,5400,"1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,1.00",19,3.47,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches",50600.0,code,code_broad-match_us_2025-12-12.csv
gametime coupon code,Transactional,5400,"0.36,0.23,0.10,0.23,0.36,0.81,1.00,0.10,0.04,0.66,0.36,0.10",18,1.53,0.13,"Sitelinks, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
garage coupon code,Transactional,5400,"0.16,1.00,1.00,0.44,0.29,0.54,0.16,0.44,0.66,0.44,0.44,0.66",26,0.25,0.86,"Sitelinks, Video, Related searches",44700000.0,code,code_broad-match_us_2025-12-12.csv
general electric universal remote codes,Informational,5400,"0.07,0.08,0.54,1.00,0.04,0.05,0.13,0.07,0.07,0.13,0.29,0.05",12,0.84,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",35400000.0,code,code_broad-match_us_2025-12-12.csv
georgia zip code,Informational,5400,"0.82,0.82,1.00,0.82,0.55,0.67,0.44,0.35,0.44,0.67,0.44,0.44",18,5.34,0.0,"AI Overview, Video, Carousel, Related searches",1030000000.0,code,code_broad-match_us_2025-12-12.csv
google workspace promo code,Informational,5400,"1.00,0.66,0.66,1.00,0.81,0.81,1.00,1.00,0.81,0.81,1.00,1.00",20,2.04,0.34,"Sitelinks, AI Overview, People also ask, Related searches, Ads bottom, Ads middle",8.0,code,code_broad-match_us_2025-12-12.csv
gorjana discount code,Transactional,5400,"0.19,0.29,1.00,0.19,0.24,0.19,0.24,0.29,0.24,0.29,0.29,0.29",15,0.43,0.7,"Sitelinks, Video, People also ask, Related searches",60000.0,code,code_broad-match_us_2025-12-12.csv
grubhub codes,Transactional,5400,"1.00,1.00,1.00,0.67,0.30,0.22,0.54,0.67,0.81,0.81,0.54,0.67",21,2.16,0.54,"Sitelinks, Video, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
gta san andreas cheat codes,Informational,5400,"0.81,0.53,0.44,0.81,1.00,0.28,0.44,0.53,0.81,0.67,0.67,0.53",23,0.01,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
guitar center codes coupons,Transactional,5400,"0.01,0.00,0.00,0.01,0.00,0.81,1.00,0.81,1.00,0.00,0.08,0.54",26,0.47,0.3,"Sitelinks, Video, Knowledge panel, Related searches, Ads bottom",10900000.0,code,code_broad-match_us_2025-12-12.csv
hello molly discount code,Transactional,5400,"0.81,0.81,0.54,0.67,0.54,0.81,1.00,0.67,0.54,0.67,0.81,0.67",17,0.6,0.95,"Sitelinks, Video, Related searches",3150000.0,code,code_broad-match_us_2025-12-12.csv
hexclad discount code,"Informational, Transactional",5400,"0.81,0.66,1.00,0.36,0.29,0.19,0.29,0.36,0.23,0.29,0.29,0.19",20,0.36,0.44,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
hostinger coupon code,Transactional,5400,"0.19,0.29,0.29,0.29,0.29,0.29,0.29,0.66,1.00,0.24,0.44,0.36",22,2.52,0.28,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",10.0,code,code_broad-match_us_2025-12-12.csv
how do you scan a qr code on your phone,Informational,5400,"0.81,0.19,0.81,0.54,0.81,0.81,0.81,0.81,0.54,0.66,0.54,1.00",28,0.62,0.46,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
how to cook cod fish,Informational,5400,"0.81,0.44,0.54,0.54,1.00,0.81,0.66,0.66,0.81,0.81,0.66,1.00",29,0.02,0.14,"Sitelinks, Image, Video, People also ask, Recipes, Related searches",57900000.0,code,code_broad-match_us_2025-12-12.csv
how to scan a qr code on your phone,Informational,5400,"0.82,0.24,1.00,1.00,0.82,0.82,0.82,1.00,0.67,0.82,0.82,0.55",29,0.62,0.46,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",1020000000.0,code,code_broad-match_us_2025-12-12.csv
how to scan qr code on android,Informational,5400,"0.66,0.16,0.66,0.36,0.16,0.29,0.12,0.12,0.08,0.36,0.19,1.00",29,0.58,0.47,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
hsn coupon code,Transactional,5400,"0.36,0.54,1.00,0.54,0.54,0.44,0.19,0.19,0.29,0.36,0.29,0.29",25,0.14,0.26,"AI Overview, Image pack, Video, People also ask, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
huckberry promo code,Transactional,5400,"0.67,0.81,1.00,0.54,0.44,0.44,0.54,0.81,0.54,0.67,0.67,0.67",22,0.13,0.82,"Sitelinks, Video, People also ask, Knowledge panel, Related searches, Ads bottom",203000.0,code,code_broad-match_us_2025-12-12.csv
hungry howie's promo code,Transactional,5400,"0.29,1.00,0.81,0.54,0.29,0.36,0.54,0.29,0.54,0.66,0.66,0.24",29,0.49,0.12,"AI Overview, Video, People also ask, Knowledge panel, Related searches",11500.0,code,code_broad-match_us_2025-12-12.csv
i love you in morse code,Informational,5400,"0.44,0.55,1.00,0.55,0.67,0.67,0.67,0.67,0.55,0.55,0.55,0.67",22,15.14,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",18400000.0,code,code_broad-match_us_2025-12-12.csv
icd 10 code for osteoporosis,Informational,5400,"0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.54,0.54,0.66,0.54,0.54",26,6.84,0.0,"AI Overview, Video, People also ask, Related searches",2710000.0,code,code_broad-match_us_2025-12-12.csv
icd 10 code for paroxysmal atrial fibrillation,Informational,5400,"0.81,0.81,1.00,0.81,0.54,0.66,0.66,0.54,0.66,0.66,0.19,0.35",25,4.73,0.0,"AI Overview, Video, People also ask, Related searches",275000.0,code,code_broad-match_us_2025-12-12.csv
icd code for anxiety,Informational,5400,"0.66,0.44,0.81,1.00,0.44,0.36,0.44,0.44,0.24,0.44,0.44,0.16",28,1.42,0.0,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",11300000.0,code,code_broad-match_us_2025-12-12.csv
ikon pass promo code,Informational,5400,"0.82,1.00,0.67,0.05,0.02,0.29,0.55,0.11,0.05,0.06,0.15,0.24",21,2.44,0.27,"Sitelinks, AI Overview, Knowledge panel, Related searches",506000.0,code,code_broad-match_us_2025-12-12.csv
illinois zip code,Informational,5400,"1.00,0.81,0.81,1.00,1.00,1.00,0.81,0.67,0.81,0.81,0.81,0.67",17,0.4,0.01,"Sitelinks, AI Overview, People also ask, Carousel, Related searches",9.0,code,code_broad-match_us_2025-12-12.csv
indiana area code 260,"Informational, Commercial",5400,"0.01,0.01,0.00,0.00,0.00,0.00,1.00,0.44,0.00,0.00,0.03,0.29",25,0.15,0.0,"AI Overview, Video, People also ask, Related searches, Things to know",4870000.0,code,code_broad-match_us_2025-12-12.csv
jellycat coupon code,Transactional,5400,"0.66,0.81,0.81,1.00,0.29,0.29,0.10,0.44,0.29,0.23,0.15,0.19",23,0.25,0.19,"Sitelinks, Video, People also ask, Related searches",1130000.0,code,code_broad-match_us_2025-12-12.csv
jersey mike's coupon code,Transactional,5400,"0.43,0.30,0.23,1.00,0.66,0.66,0.82,0.66,0.55,0.36,0.36,0.36",28,0.03,0.09,"Sitelinks, Image pack, Video, People also ask, Related searches",337000.0,code,code_broad-match_us_2025-12-12.csv
jet's pizza promo code,Transactional,5400,"0.24,1.00,0.81,0.81,0.54,0.44,0.29,0.54,0.66,0.44,0.54,0.36",18,0.08,0.11,"AI Overview, Video, Related searches, Ads bottom",9.0,code,code_broad-match_us_2025-12-12.csv
jomashop coupon codes,Transactional,5400,"0.15,0.81,1.00,0.44,0.36,0.19,0.15,0.81,0.36,0.36,0.29,0.23",21,0.37,0.47,"Sitelinks, Video, Knowledge panel, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
jostens discount code,"Informational, Transactional",5400,"1.00,0.29,0.44,0.67,0.44,0.55,1.00,0.24,0.08,0.11,0.15,0.36",29,0.15,0.19,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",57000.0,code,code_broad-match_us_2025-12-12.csv
journeys discount code,Transactional,5400,"0.16,0.19,1.00,0.36,0.19,0.10,0.10,0.08,0.08,0.44,0.29,0.13",28,0.52,0.61,"Sitelinks, Video, People also ask, Related searches, Ads bottom",10.0,code,code_broad-match_us_2025-12-12.csv
kendra scott coupon code,Transactional,5400,"0.30,0.81,1.00,0.36,0.16,0.20,0.20,0.20,0.16,0.20,0.20,0.20",24,0.93,0.86,"Sitelinks, Image, Video, People also ask, Related searches",337000.0,code,code_broad-match_us_2025-12-12.csv
kuhl promo code,Transactional,5400,"0.44,0.67,1.00,0.67,0.44,0.44,0.44,0.67,0.54,0.54,0.54,0.44",15,0.64,0.58,"Sitelinks, Video, People also ask, Related searches, Ads bottom",518000.0,code,code_broad-match_us_2025-12-12.csv
la jolla zip code,Informational,5400,"1.00,0.81,0.81,0.81,0.43,0.67,0.54,0.67,0.81,0.81,0.67,0.81",15,1.09,0.02,"AI Overview, Image, Carousel, Related searches",3080000.0,code,code_broad-match_us_2025-12-12.csv
ladies dress code for black tie,Informational,5400,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66,0.01,0.05,0.43",19,0.41,1.0,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",187000000.0,code,code_broad-match_us_2025-12-12.csv
las vegas nv zip code,Informational,5400,"1.00,1.00,0.54,0.81,0.54,0.36,0.54,0.44,0.16,0.12,0.54,0.23",22,0.44,0.0,"Sitelinks, People also ask, Knowledge panel, Related searches",48600000.0,code,code_broad-match_us_2025-12-12.csv
laundry codes,Informational,5400,"1.00,0.10,0.07,0.05,0.03,0.03,0.03,0.03,0.13,0.07,0.04,0.07",20,0.13,0.99,"Sitelinks, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
lg washer ue code,Informational,5400,"0.81,0.54,0.81,0.81,0.66,0.81,0.66,0.81,1.00,1.00,0.66,0.54",28,0.34,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
location of 720 area code,Informational,5400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",27,0.34,0.0,"AI Overview, Video, Related searches",76300000.0,code,code_broad-match_us_2025-12-12.csv
location of area code 234,Informational,5400,"0.00,0.00,0.01,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",19,0.63,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",107000000.0,code,code_broad-match_us_2025-12-12.csv
location of area code 916,"Informational, Commercial",5400,"0.00,0.00,0.00,0.01,0.00,0.08,0.00,1.00,0.00,0.00,0.00,0.00",9,0.66,0.0,"AI Overview, Video, Related searches",7.0,code,code_broad-match_us_2025-12-12.csv
loop earplugs discount code,"Informational, Transactional",5400,"0.44,0.35,0.23,0.54,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.81",22,0.26,0.88,"Sitelinks, AI Overview, Video, Related searches, Ads bottom",427000.0,code,code_broad-match_us_2025-12-12.csv
louisiana area code 337,Informational,5400,"0.00,0.01,0.02,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.04,0.36",22,0.51,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",1340000.0,code,code_broad-match_us_2025-12-12.csv
lyft discount code,Transactional,5400,"0.81,1.00,0.30,0.35,0.35,0.81,0.30,0.67,0.35,0.44,0.44,0.67",27,0.28,0.37,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",10.0,code,code_broad-match_us_2025-12-12.csv
ma boston zip code,Informational,5400,"0.01,0.01,0.24,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.04,0.00",22,0.44,0.0,"People also ask, Knowledge panel, Related searches",152000000.0,code,code_broad-match_us_2025-12-12.csv
