phrase,seed_word,source_type,frequency,intent,volume,keyword_difficulty,cpc
how to raise ph in pool,How-to,semrush,5400,Informational,5400,4,0.2
how to raise tomato,How-to,semrush,5400,Informational,5400,24,0.04
how to reduce protein in urine,How-to,semrush,5400,Informational,5400,28,1.28
how to regulate nervous system,How-to,semrush,5400,Informational,5400,28,1.09
how to reject a job offer,How-to,semrush,5400,Informational,5400,22,0.02
how to remove a card from apple wallet,How-to,semrush,5400,Informational,5400,29,0.66
how to remove battery corrosion,How-to,semrush,5400,Informational,5400,21,0.1
how to remove blank page in word,How-to,semrush,5400,Informational,5400,29,0.17
how to remove candle wax,How-to,semrush,5400,Informational,5400,24,0.1
how to remove ear wax blockage fast,How-to,semrush,5400,Informational,5400,21,0.15
how to remove eyelash extensions,How-to,semrush,5400,Informational,5400,20,0.04
how to remove gel polish at home,How-to,semrush,5400,Informational,5400,18,0.05
how to remove nail polish,How-to,semrush,5400,Informational,5400,23,0.02
how to remove nail polish without nail polish remover,How-to,semrush,5400,Informational,5400,22,0.01
how to remove pop up blocker,How-to,semrush,5400,Informational,5400,26,0.36
how to remove rust from stainless steel,How-to,semrush,5400,Informational,5400,15,0.14
how to remove super glue from fingers,How-to,semrush,5400,Informational,5400,25,0.02
how to remove the drain from the bathtub,How-to,semrush,5400,Informational,5400,19,0.79
how to remove tooth decay yourself,How-to,semrush,5400,Informational,5400,13,2.23
how to remove water stains from wood,How-to,semrush,5400,Informational,5400,22,0.12
how to remove wine stains,How-to,semrush,5400,Informational,5400,21,0.28
how to replace a garbage disposal,How-to,semrush,5400,Informational,5400,16,1.84
how to replace a shower head,How-to,semrush,5400,Informational,5400,24,1.43
how to repot a plant,How-to,semrush,5400,Informational,5400,28,0.03
how to repot an orchid,How-to,semrush,5400,Informational,5400,29,0.04
how to reset honeywell thermostat,How-to,semrush,5400,Informational,5400,15,1.62
how to restart hp laptop,How-to,semrush,5400,Informational,5400,22,1.62
how to ripen peaches,How-to,semrush,5400,Informational,5400,22,0.01
how to roast red peppers,How-to,semrush,5400,Informational,5400,25,0.04
how to rotate computer screen,How-to,semrush,5400,Informational,5400,26,0.1
how to say hello in portuguese,How-to,semrush,5400,Informational,5400,24,1.02
how to say i love you in german,How-to,semrush,5400,Informational,5400,24,1.17
how to say spanish in spanish,How-to,semrush,5400,Informational,5400,27,0.76
how to scan a qr code on your phone,How-to,semrush,5400,Informational,5400,29,0.62
how to send robux to a friend,How-to,semrush,5400,Informational,5400,23,0.71
how to send secure email in outlook,How-to,semrush,5400,Informational,5400,26,7.04
how to separate names in excel,How-to,semrush,5400,Informational,5400,27,0.64
how to set up,How-to,semrush,5400,Informational,5400,27,4.61
how to set up airtag,How-to,semrush,5400,Informational,5400,27,0.36
how to sharpen a chainsaw,How-to,semrush,5400,Informational,5400,24,0.2
how to shave your balls,How-to,semrush,5400,Informational,5400,27,0.56
how to smoke brisket,How-to,semrush,5400,Informational,5400,19,0.21
how to soften hard brown sugar,How-to,semrush,5400,Informational,5400,28,0.02
how to split cells in excel,How-to,semrush,5400,Informational,5400,27,0.35
how to start a story,How-to,semrush,5400,Informational,5400,29,1.09
how to start a vegetable garden,How-to,semrush,5400,Informational,5400,28,0.43
how to steam broccoli in microwave,How-to,semrush,5400,Informational,5400,25,0.03
how to stop clenching jaw,How-to,semrush,5400,Informational,5400,12,0.28
how to store fresh ginger,How-to,semrush,5400,Informational,5400,24,0.02
how to store ginger root,How-to,semrush,5400,Informational,5400,23,0.02
how to sync roku remote without pairing button,How-to,semrush,5400,Informational,5400,29,1.12
how to sync wii remote,How-to,semrush,5400,Informational,5400,29,0.03
how to take acrylic nails off,How-to,semrush,5400,Informational,5400,29,0.04
how to take methylene blue orally,How-to,semrush,5400,Informational,5400,29,0.21
how to take out a stripped screw,How-to,semrush,5400,Informational,5400,25,0.08
how to tell how old a kitten is,How-to,semrush,5400,Informational,5400,7,0.22
how to tell if a dog has a fever,How-to,semrush,5400,Informational,5400,22,0.33
how to tell if a wall is load bearing,How-to,semrush,5400,Informational,5400,25,0.03
how to tell if an article is peer reviewed,How-to,semrush,5400,"Informational, Commercial",5400,22,3.89
how to tell if egg is bad,How-to,semrush,5400,Informational,5400,29,0.01
how to tell if iphone is unlocked,How-to,semrush,5400,Informational,5400,23,0.12
how to tell if labubu is real,How-to,semrush,5400,Informational,5400,26,0.03
how to tell if pineapple is ripe,How-to,semrush,5400,Informational,5400,23,0.01
how to test a relay,How-to,semrush,5400,Informational,5400,29,0.49
how to thicken spaghetti sauce,How-to,semrush,5400,Informational,5400,20,0.01
how to throw a curveball,How-to,semrush,5400,Informational,5400,9,0.54
how to tighten your virginia naturally,How-to,semrush,5400,Informational,5400,28,0.6
how to train your toothless dragon,How-to,semrush,5400,Informational,5400,29,0.81
how to treat dog ear infection without vet,How-to,semrush,5400,Informational,5400,27,0.72
how to trim bushes,How-to,semrush,5400,Informational,5400,16,0.42
how to turn decimals into fractions,How-to,semrush,5400,Informational,5400,17,1.55
how to turn off android phone,How-to,semrush,5400,Informational,5400,28,0.05
how to turn off fire alarm,How-to,semrush,5400,Informational,5400,24,0.02
how to turn off safe mode on android,How-to,semrush,5400,Informational,5400,26,0.03
how to turn off safe search,How-to,semrush,5400,Informational,5400,24,1.45
how to turn off windows defender,How-to,semrush,5400,Informational,5400,27,0.44
how to use a plunger,How-to,semrush,5400,Informational,5400,24,0.06
how to use can opener,How-to,semrush,5400,Informational,5400,24,0.01
how to wash fresh eggs,How-to,semrush,5400,Informational,5400,21,0.05
how to wash tennis shoes,How-to,semrush,5400,Informational,5400,25,0.16
how to wash weighted blanket,How-to,semrush,5400,Informational,5400,19,0.07
how to wash wool blanket,How-to,semrush,5400,Informational,5400,6,0.08
how to wash wool sweater,How-to,semrush,5400,Informational,5400,22,0.06
how to watch bills game today,How-to,semrush,5400,Informational,5400,25,2.13
how to work out limiting reagent,How-to,semrush,5400,Informational,5400,27,1.96
how to write meeting minutes,How-to,semrush,5400,Informational,5400,26,1.12
how to write wedding vows,How-to,semrush,5400,Informational,5400,15,0.31
hp laptop how to restore to factory settings,How-to,semrush,5400,Informational,5400,27,2.36
icon logo shopee png,icon,semrush,22200,Informational,22200,28,0.0
rawlings icon,icon,semrush,22200,"Informational, Transactional",22200,29,0.46
icon water slide breaks,icon,semrush,12100,"Informational, Transactional",12100,27,0.0
heroes and icons schedule,icon,semrush,9900,Navigational,9900,28,0.0
icon bat,icon,semrush,9900,"Informational, Commercial",9900,14,0.3
iconic album covers,icon,semrush,9900,Commercial,9900,28,0.0
surface uefi hard drive icon,icon,semrush,9900,Informational,9900,25,0.0
fictional sports icon with a statue,icon,semrush,8100,Informational,8100,18,0.0
heroes and icons,icon,semrush,8100,Navigational,8100,27,1.21
icon arrangement android,icon,semrush,8100,"Informational, Transactional",8100,24,0.0
icon helmets,icon,semrush,8100,Transactional,8100,10,0.48
iconic synonym,icon,semrush,8100,Informational,8100,27,0.0
fashion icons,icon,semrush,6600,Informational,6600,27,1.08
icon uiowa,icon,semrush,6600,Navigational,6600,27,0.0
iconic sports retailer closing,icon,semrush,6600,Informational,6600,22,0.0
orthodox icons,icon,semrush,6600,Commercial,6600,29,0.36
samsung galaxy 10 icons,icon,semrush,6600,Informational,6600,29,0.0
error icon,icon,semrush,5400,Informational,5400,25,0.0
icon conifer,icon,semrush,5400,Informational,5400,24,0.0
iconic retail store closure,icon,semrush,5400,Informational,5400,21,0.0
iconic taco restaurant closure,icon,semrush,5400,"Informational, Commercial",5400,22,0.0
meego icon pack apk,icon,semrush,5400,"Informational, Commercial",5400,21,0.0
pop icona,icon,semrush,5400,"Informational, Transactional",5400,29,0.0
surface uefi icons top right,icon,semrush,5400,"Informational, Commercial",5400,24,0.0
x ideos,ideas,semrush,246000,Navigational,246000,27,2.63
elf on the shelf ideas,ideas,semrush,165000,"Informational, Commercial",165000,14,0.07
white elephant gift ideas,ideas,semrush,90500,Commercial,90500,29,0.2
pumpkin painting ideas,ideas,semrush,60500,Informational,60500,21,0.08
vegan meal prep ideas,ideas,semrush,60500,Informational,60500,24,1.05
tattoo ideas for men,ideas,semrush,40500,Informational,40500,27,0.39
date night ideas,ideas,semrush,33100,Informational,33100,7,0.67
easy elf on the shelf ideas,ideas,semrush,33100,Informational,33100,18,0.07
hair color ideas,ideas,semrush,33100,"Informational, Commercial",33100,23,0.36
tattoo ideas tattoos,ideas,semrush,33100,Informational,33100,29,0.4
easy lunch ideas,ideas,semrush,27100,Informational,27100,27,0.18
elf ideas,ideas,semrush,27100,Informational,27100,27,0.04
sunday dinner ideas,ideas,semrush,27100,Informational,27100,23,0.08
chicken coop ideas,ideas,semrush,22200,Informational,22200,27,0.2
rock painting ideas,ideas,semrush,22200,Informational,22200,27,0.14
wedding gift ideas,ideas,semrush,22200,Commercial,22200,29,0.37
backsplash ideas,ideas,semrush,18100,Informational,18100,27,0.36
birthday ideas,ideas,semrush,18100,Informational,18100,24,0.8
birthday party ideas,ideas,semrush,18100,Informational,18100,25,1.22
bucket list ideas,ideas,semrush,18100,Informational,18100,13,0.02
date ideas near me,ideas,semrush,18100,Transactional,18100,23,1.12
easy painting ideas,ideas,semrush,18100,Informational,18100,29,0.26
keto dinner ideas,ideas,semrush,18100,Informational,18100,15,0.07
kitchen backsplash ideas,ideas,semrush,18100,Informational,18100,27,0.44
stocking stuffer ideas,ideas,semrush,18100,Informational,18100,24,0.22
air dry clay ideas,ideas,semrush,14800,Informational,14800,28,0.16
anything but a cup ideas,ideas,semrush,14800,Informational,14800,28,0.12
bachelorette party ideas,ideas,semrush,14800,Informational,14800,19,0.36
bathroom tile ideas,ideas,semrush,14800,Informational,14800,29,0.67
craft ideas craft,ideas,semrush,14800,Informational,14800,28,0.17
crazy hair day ideas,ideas,semrush,14800,Informational,14800,26,0.19
date night ideas near me,ideas,semrush,14800,Transactional,14800,20,1.08
easy pumpkin carving ideas,ideas,semrush,14800,Informational,14800,21,0.08
front porch ideas,ideas,semrush,14800,Informational,14800,26,0.5
fundraiser ideas,ideas,semrush,14800,Informational,14800,28,1.25
graduation video music ideas,ideas,semrush,14800,Informational,14800,19,0.03
nail ideas 2025,ideas,semrush,14800,Informational,14800,23,0.09
nail painting ideas designs,ideas,semrush,14800,Informational,14800,28,0.09
rhyme without reason ideas,ideas,semrush,14800,"Informational, Commercial",14800,28,0.01
secret santa gift ideas,ideas,semrush,14800,"Informational, Commercial",14800,28,0.13
chest tattoo ideas for guys,ideas,semrush,12100,Informational,12100,25,0.53
christmas eve dinner ideas,ideas,semrush,12100,Informational,12100,23,0.05
christmas tree decorating ideas,ideas,semrush,12100,Informational,12100,28,0.16
esdi to ide,ideas,semrush,12100,Informational,12100,25,0.49
fun date ideas,ideas,semrush,12100,Informational,12100,28,0.67
gingerbread house ideas,ideas,semrush,12100,"Informational, Commercial",12100,18,0.07
graduation gift ideas,ideas,semrush,12100,"Informational, Commercial",12100,28,0.3
halloween food ideas,ideas,semrush,12100,Informational,12100,26,0.06
ideas painting rocks,ideas,semrush,12100,"Informational, Commercial",12100,29,0.13
jack o lantern ideas,ideas,semrush,12100,Informational,12100,24,0.09
kitchen island ideas,ideas,semrush,12100,Informational,12100,29,0.49
light dinner ideas,ideas,semrush,12100,Informational,12100,25,0.06
makeup ideas,ideas,semrush,12100,Informational,12100,27,0.47
picnic food ideas,ideas,semrush,12100,Informational,12100,26,0.06
pregnancy announcement ideas,ideas,semrush,12100,Informational,12100,26,0.41
short nails ideas,ideas,semrush,12100,Informational,12100,26,0.09
simple tattoo ideas,ideas,semrush,12100,Informational,12100,29,0.35
taco bar ideas,ideas,semrush,12100,Informational,12100,28,0.12
30th birthday ideas,ideas,semrush,9900,"Informational, Commercial",9900,13,0.47
beef dinner ideas,ideas,semrush,9900,Informational,9900,29,0.14
beware the ides of march,ideas,semrush,9900,Informational,9900,29,0.02
birthday birthday ideas,ideas,semrush,9900,Informational,9900,22,0.8
boo basket ideas,ideas,semrush,9900,Informational,9900,26,0.24
bridal shower gift ideas,ideas,semrush,9900,Commercial,9900,27,0.27
charades ideas,ideas,semrush,9900,Informational,9900,23,0.02
cover up tattoo ideas,ideas,semrush,9900,Informational,9900,25,0.51
deck ideas,ideas,semrush,9900,Informational,9900,26,1.01
easy lunch ideas for work,ideas,semrush,9900,Informational,9900,27,0.35
fall nail ideas,ideas,semrush,9900,Informational,9900,28,0.08
false nails ideas,ideas,semrush,9900,Informational,9900,20,0.09
family costume ideas,ideas,semrush,9900,Informational,9900,13,0.11
french manicure ideas,ideas,semrush,9900,Informational,9900,23,0.09
funny elf on the shelf ideas,ideas,semrush,9900,Informational,9900,24,0.07
gift ideas for dad,ideas,semrush,9900,Commercial,9900,25,0.25
hair ideas,ideas,semrush,9900,Informational,9900,29,0.29
halloween ideas,ideas,semrush,9900,Informational,9900,22,0.18
high protein dinner ideas,ideas,semrush,9900,Informational,9900,25,0.09
high protein lunch ideas,ideas,semrush,9900,Informational,9900,26,0.49
ide twins,ideas,semrush,9900,Informational,9900,29,0.55
ideas to draw,ideas,semrush,9900,Informational,9900,28,0.35
lunch ideas for work,ideas,semrush,9900,Informational,9900,28,0.22
maternity photoshoot ideas,ideas,semrush,9900,Informational,9900,22,0.43
mens tattoo ideas,ideas,semrush,9900,Informational,9900,28,0.36
painted pumpkin ideas,ideas,semrush,9900,Informational,9900,26,0.08
